BC,feat,trn_u,trn_s,val_u,val_s,PLD_u,PLD_s,LD1_u,LD1_s,IL1_u,IL1_s,LD2_u,LD2_s,IL2_u,IL2_s,method
10,E+T,7.888072662,,,,10.82094467,,16.12601139,,12.79870552,,15.76109856,,15.11017047,,VAR
10,E+T+M,4.775740383,,,,15.82468118,,35.70161554,,38.23721201,,45.4375899,,30.30762548,,VAR
10,E,9.190633107,,7.996049817,,8.426859189,,5.416684333,,5.797370203,,6.373797362,,7.493802313,,VAR+OL
10,E+M,6.671298256,,13.56375795,,12.96739559,,13.13916989,,10.5189675,,9.895043648,,11.60572704,,VAR+OL
10,E+T,8.272838934,,7.575999851,,8.150575045,,5.758319792,,6.155042709,,6.575757032,,7.202153067,,VAR+OL
10,E+T+M,6.537748877,,13.14874412,,12.62180219,,12.18502393,,9.963348786,,9.531294839,,10.8952645,,VAR+OL
11,E,6.404527,0.119302,5.009456,0.195883,4.614986,0.079521,2.387149,0.055265,2.41095,0.048738,1.793709,0.040772,2.657433,0.061315,FSNet
11,E+T,5.401328,0.075064,4.548581,0.057712,4.096511,0.067861,2.148212,0.035319,2.174974,0.040376,1.69795,0.026491,2.419337,0.039208,FSNet
11,E+M,6.222268,0.072545,5.215554,0.055678,4.579156,0.055608,2.207211,0.02587,2.176719,0.022295,1.711148,0.017649,2.459215,0.024959,FSNet
11,E+T+M,6.066849,0.063213,5.162951,0.079727,4.65306,0.054313,2.519744,0.024808,2.613956,0.031545,1.937586,0.021473,2.796224,0.028514,FSNet
11,E,7.220014,0.018002,6.323483,0.027661,5.950017,0.011996,3.15052,0.016407,3.171541,0.010973,2.190602,0.010028,3.553958,0.006865,NBEATS+OL
11,E+T,6.036716,0.041725,5.90208,0.088242,5.814226,0.027295,5.942952,0.083571,4.529977,0.056506,3.892842,0.037313,4.100308,0.050625,NBEATS+OL
11,E+M,5.663527,0.02981,6.14011,0.065732,5.362995,0.032064,3.261354,0.034938,2.920097,0.012141,2.406078,0.021116,3.506688,0.023835,NBEATS+OL
11,E+T+M,6.145073,0.024354,6.368529,0.057738,5.921745,0.019461,5.908294,0.057547,4.561859,0.031018,4.030497,0.04231,4.388842,0.037097,NBEATS+OL
11,E,5.161064,0.010921,4.829009,0.014383,6.239717,0.02134,13.769787,0.106146,13.859995,0.107454,16.813781,0.169176,13.933994,0.121168,NBEATS
11,E+T,2.830267,0.042293,6.615425,0.214179,6.492364,0.045232,49.028441,0.953948,44.634835,0.852027,52.688964,0.990245,29.111591,0.739285,NBEATS
11,E+M,3.871412,0.102315,7.125351,0.485087,8.116413,0.655314,7.723905,0.649724,8.097761,0.637844,8.967638,0.705095,9.886244,0.760288,NBEATS
11,E+T+M,2.695191,0.053576,8.106979,0.166096,7.609313,0.206665,37.958261,1.903335,38.374505,1.753437,42.942787,2.048961,20.375155,1.551326,NBEATS
11,E,10.440703,0.92605,11.617879,1.360695,9.460453,0.885021,3.481824,0.306603,3.496799,0.375726,2.270086,0.141574,4.062745,0.276598,LSTM+OL
11,E+T,7.891388,1.093941,6.381454,0.763104,6.096819,0.466473,3.129602,0.178462,2.993139,0.051302,2.104111,0.029318,4.490703,0.131757,LSTM+OL
11,E+M,10.964494,1.02417,11.562424,1.654564,10.186598,1.037473,3.565825,0.473177,4.028267,0.566467,2.671529,0.416387,4.25373,0.104714,LSTM+OL
11,E+T+M,10.288079,0.97355,10.623349,1.136746,9.176176,1.289112,3.705614,0.268952,3.995173,0.403515,2.752871,0.297296,4.331038,0.184622,LSTM+OL
11,E,5.163669,0.404059,4.349992,0.335741,5.574373,0.262017,8.303061,0.784557,8.901247,0.685109,9.306108,0.783107,9.279542,0.720638,LSTM
11,E+M,4.175272,0.268616,7.139663,0.656716,5.94986,0.351473,10.793099,2.871512,12.199551,2.133753,10.481846,3.011764,10.893595,1.566359,LSTM
11,E+T,6.562859,0.475724,6.701712,0.56807,7.608976,0.54583,12.285582,1.517864,13.60731,1.610641,14.195273,1.758148,11.441723,1.287952,LSTM
11,E+T+M,4.72,0.077484,7.010976,0.289787,6.598776,0.128308,12.458884,0.824865,13.802017,0.797407,13.848921,1.067773,9.873819,0.730826,LSTM
11,E+M,1.212752,0.004692456,5.148527,0.01274854,4.79968,0.01204604,21.161949,0.2145332,20.040197,0.2260703,22.945994,0.2183441,16.494275,0.1554984,XGBoost
11,E+T+M,6.714189,0.06855486,7.366752,0.1293103,8.008859,0.1068498,18.255742,0.8645465,17.794975,0.6983362,21.425193,0.8977503,15.94697,0.520382,XGBoost
11,E,8.133099,0.007277424,7.942009,0.008510822,8.962086,0.009139912,16.561598,0.03930108,16.701977,0.04219162,18.670681,0.04268905,16.800783,0.03759381,XGBoost
11,E+T,8.420099,0.1345852,8.490288,0.2603797,9.108575,0.2041533,13.796492,0.5578589,14.352379,0.5179649,15.926101,0.5401166,13.783615,0.6451396,XGBoost
11,E+T+M,8.983557,0.07509,9.128098,0.099067,9.354543,0.070037,14.703557,0.150321,14.7421,0.124208,16.809719,0.1641,14.358356,0.104091,RF
11,E+T,10.663525,0.023858,10.459991,0.032474,10.142341,0.025716,11.859575,0.053703,12.051669,0.051778,13.867634,0.055432,12.130409,0.048557,RF
11,E+M,10.367096,0.057565,10.545645,0.069378,10.197752,0.040279,13.145304,0.074624,13.225973,0.071518,15.265563,0.07757,12.82138,0.07479,RF
11,E,14.440882,0.000247,14.229485,0.003178,13.269291,0.010903,10.696899,0.091191,11.161563,0.08395,12.586474,0.096543,11.42032,0.081629,RF
11,E,6.60590629,,,,7.457649882,,10.90375471,,12.1140148,,10.94412652,,12.39410471,,VAR
11,E+M,3.167944453,,,,10.20702228,,15.04809768,,17.25098467,,13.50810755,,15.16375674,,VAR
11,E+T,6.643285535,,,,8.243215143,,10.54118607,,14.00337955,,11.40342091,,9.44134551,,VAR
11,E+T+M,3.101584471,,,,10.9196881,,16.73322425,,21.78389091,,14.63472274,,15.06892031,,VAR
11,E,6.618057522,,6.583268592,,6.975572648,,4.764149433,,3.582418713,,2.908897517,,4.221611103,,VAR+OL
11,E+M,4.339672197,,8.862764129,,8.830596021,,7.962810299,,6.749300843,,6.678646039,,7.601290618,,VAR+OL
11,E+T,6.735254093,,6.787106389,,6.817393955,,4.440849922,,3.555404519,,2.798985488,,4.120793899,,VAR+OL
11,E+T+M,4.316435945,,9.466568294,,8.928419559,,7.884420605,,6.931254266,,6.901670676,,7.694499856,,VAR+OL
12,E,0.08548,0.001036,0.143541,0.001695,0.265837,0.00375,0.301141,0.005725,0.563077,0.013764,0.313246,0.006068,0.21676,0.005089,FSNet
12,E+T,0.078818,0.001661,0.130371,0.000739,0.227123,0.001452,0.271532,0.005284,0.500539,0.008691,0.283083,0.004316,0.207988,0.002158,FSNet
12,E+M,0.082619,0.001056,0.139963,0.00107,0.251955,0.002744,0.290697,0.003965,0.535489,0.004932,0.301517,0.00344,0.213122,0.002648,FSNet
12,E+T+M,0.082424,0.001017,0.132253,0.001257,0.219908,0.001801,0.258921,0.002791,0.471654,0.002413,0.269272,0.001882,0.201513,0.00078,FSNet
12,E,0.094332,0.00032,0.182874,0.000512,0.371231,0.000509,0.423733,0.000892,0.815776,0.000744,0.461483,0.000683,0.279153,0.000363,NBEATS+OL
12,E+T,0.104697,0.000364,0.174787,0.00045,0.341361,0.0003,0.433783,0.000763,0.792454,0.001282,0.463954,0.000891,0.276149,0.000608,NBEATS+OL
12,E+M,0.095737,0.000728,0.172929,0.000781,0.342747,0.000465,0.39007,0.000429,0.752676,0.001205,0.41461,0.000822,0.26979,0.000652,NBEATS+OL
12,E+T+M,0.107233,0.000539,0.177857,0.000758,0.340055,0.000316,0.430051,0.000797,0.784089,0.00068,0.457231,0.000875,0.273499,0.000355,NBEATS+OL
12,E,0.081728,0.000128,0.17252,0.000349,0.378563,0.001071,0.522728,0.006046,1.027089,0.008836,0.651578,0.0081,0.541766,0.010768,NBEATS
12,E+T,0.057299,0.00051,0.168343,0.000612,0.403839,0.001066,0.643073,0.021054,1.083252,0.004174,0.679814,0.015814,0.478564,0.008006,NBEATS
12,E+M,0.065318,0.001774,0.177546,0.002794,0.399307,0.006377,0.538074,0.015182,1.10156,0.034766,0.663434,0.024797,0.548696,0.022325,NBEATS
12,E+T+M,0.038456,0.000543,0.173934,0.000838,0.387365,0.001567,0.667243,0.047651,0.986375,0.011301,0.672074,0.038311,0.464003,0.017919,NBEATS
12,E,0.103033,0.002708,0.209888,0.004762,0.43982,0.010593,0.45702,0.032089,1.037211,0.147953,0.617515,0.152968,0.365948,0.075827,LSTM+OL
12,E+T,0.106074,0.004548,0.204644,0.005082,0.398149,0.007964,0.432246,0.004726,0.920337,0.020521,0.505587,0.007616,0.313839,0.009502,LSTM+OL
12,E+M,0.110498,0.018761,0.223932,0.023888,0.457234,0.031322,0.454193,0.01816,0.999783,0.060292,0.578969,0.132591,0.386581,0.149068,LSTM+OL
12,E+T+M,0.102728,0.003739,0.18909,0.013394,0.395864,0.007773,0.433968,0.00491,0.936735,0.020301,0.504189,0.006992,0.310085,0.009621,LSTM+OL
12,E,0.098598,0.005326,0.185958,0.016371,0.43556,0.01092,0.627592,0.02775,1.197653,0.027256,0.765011,0.026737,0.621981,0.028783,LSTM
12,E+M,0.074058,0.001181,0.1611,0.003503,0.421445,0.005767,0.611413,0.020099,1.147161,0.03031,0.74496,0.021903,0.61484,0.022384,LSTM
12,E+T,0.113983,0.071433,0.19156,0.082945,0.442659,0.074575,0.623366,0.081518,1.184465,0.055365,0.768504,0.076011,0.637884,0.086173,LSTM
12,E+T+M,0.08439,0.001195,0.157159,0.003583,0.418795,0.003537,0.611624,0.014238,1.176682,0.013898,0.755497,0.017038,0.637899,0.019562,LSTM
12,E+T,0.098854,0.000211568,0.175711,0.000264866,0.397377,0.000513491,0.503214,0.001278248,1.103051,0.001632051,0.670938,0.001367966,0.532251,0.001639345,XGBoost
12,E,0.120185,0.000168825,0.190772,0.000252737,0.411207,0.000255734,0.536205,0.001288588,1.139805,0.001360172,0.706443,0.001131298,0.566324,0.001353786,XGBoost
12,E+T+M,0.120868,0.000198892,0.203646,0.000200414,0.433832,0.000196822,0.640553,0.000807895,1.273852,0.000539619,0.822551,0.000746018,0.677583,0.000651133,XGBoost
12,E+M,0.137869,0.000107248,0.213239,0.000215018,0.442039,0.000242606,0.647787,0.000125858,1.274302,0.000251248,0.829372,0.000301847,0.682986,0.000427455,XGBoost
12,E,0.097041,0.000164,0.185872,0.00057,0.424652,0.000565,0.652996,0.003293,1.286368,0.003303,0.837597,0.003303,0.688472,0.003303,RF
12,E+M,0.099177,0.00049,0.196922,0.000808,0.441686,0.000946,0.70279,0.002614,1.33651,0.002581,0.887281,0.002603,0.739249,0.00257,RF
12,E+T,0.10945,0.000061,0.211856,0.000148,0.459093,0.000292,0.72792,0.00087,1.361302,0.000867,0.912538,0.000869,0.763432,0.000874,RF
12,E+T+M,0.110386,0.000054,0.214098,0.000083,0.462823,0.000115,0.742993,0.000432,1.376379,0.00043,0.927624,0.000433,0.778477,0.000426,RF
12,E,0.103717973,,,,0.389345667,,0.455030221,,0.912015005,,0.523565702,,0.370806678,,VAR
12,E+M,0.076764936,,,,0.45677469,,0.503337194,,1.032595196,,0.600676407,,0.428253667,,VAR
12,E+T,0.103857978,,,,0.388438326,,0.452806977,,0.909763748,,0.521528489,,0.369103219,,VAR
12,E+T+M,0.075101754,,,,0.453604245,,0.497145755,,1.01840925,,0.595796602,,0.426842386,,VAR
12,E,0.099690771,,0.170627013,,0.355153547,,0.420736657,,0.789754592,,0.473758269,,0.326697017,,VAR+OL
12,E+M,0.091316016,,0.215640962,,0.373411333,,0.463516198,,0.818730854,,0.495902265,,0.346373473,,VAR+OL
12,E+T,0.098799652,,0.170841323,,0.354858347,,0.416124783,,0.786375578,,0.467322593,,0.325945517,,VAR+OL
12,E+T+M,0.089045753,,0.217889317,,0.372447244,,0.463660002,,0.809984616,,0.497904843,,0.342789785,,VAR+OL
13,E,18.570781,0.351096,15.502002,0.158121,16.884751,0.319606,15.049873,0.276187,15.165298,0.203313,12.972191,0.193368,12.216871,0.442633,FSNet
13,E+T,17.81014,0.218009,15.343583,0.20036,17.130358,0.220361,15.805209,0.289104,15.54287,0.294736,12.935395,0.192502,14.574744,0.498983,FSNet
13,E+M,20.501671,0.382708,16.792707,0.475501,17.291558,0.197486,15.082224,0.172561,15.091494,0.313651,12.817153,0.158995,12.147672,0.458259,FSNet
13,E+T+M,18.753572,0.183383,16.199524,0.133429,18.311921,0.170739,17.296643,0.245606,16.595504,0.252007,13.798973,0.199598,16.118973,0.834915,FSNet
13,E,22.986511,0.081321,18.982652,0.089126,24.453502,0.056221,20.085673,0.069484,19.766473,0.069596,17.051073,0.045744,17.672476,0.161482,NBEATS+OL
13,E+T,27.625472,0.213094,24.685367,0.15784,25.840964,0.045469,32.711959,0.337018,25.389881,0.118444,22.126163,0.12623,19.395522,0.304578,NBEATS+OL
13,E+M,21.575598,0.10345,18.546968,0.095539,22.092791,0.03387,20.040123,0.099462,18.355448,0.038515,17.157358,0.070405,12.736089,0.12052,NBEATS+OL
13,E+T+M,26.70947,0.117572,24.588086,0.159848,26.111952,0.036241,31.731942,0.229352,25.729214,0.236691,22.787819,0.211053,18.958602,0.251961,NBEATS+OL
13,E,16.273209,0.050417,16.804369,0.08341,35.642455,0.484996,24.0055,0.258381,37.4508,0.560431,18.848724,0.105789,13.373386,0.164719,NBEATS
13,E+T,9.600063,0.395091,25.796316,0.210097,42.554486,0.682115,82.072351,6.222865,86.670497,5.629305,76.029228,7.057079,46.973645,6.051187,NBEATS
13,E+M,12.849192,0.043624,19.199998,0.161155,26.838317,0.13692,27.661366,0.808637,32.869004,0.624314,22.387708,0.29997,13.218636,0.162045,NBEATS
13,E+T+M,10.642604,0.205326,24.804496,0.299872,43.427819,0.830397,64.777214,4.739314,70.986842,4.852719,55.623809,3.848922,30.357751,2.227688,NBEATS
13,E,37.075565,4.936631,27.54593,8.102643,35.677277,4.051068,24.339196,4.684987,23.966871,3.609555,20.59128,2.341767,22.022961,3.226383,LSTM+OL
13,E+T,27.278853,2.187856,18.755844,0.893237,26.821996,1.423314,23.599635,0.82787,21.806525,0.483264,21.040071,0.80634,18.343633,1.469333,LSTM+OL
13,E+M,29.96608,5.467639,22.205694,5.321384,29.497132,5.160796,24.659602,9.145019,22.358499,5.948684,20.391096,3.229724,21.26751,1.889729,LSTM+OL
13,E+T+M,27.180612,0.252807,18.450712,0.247255,26.196017,0.118279,22.396352,0.671429,21.370363,0.263318,22.110855,0.521977,18.79393,0.667791,LSTM+OL
13,E,20.615801,2.125208,26.509386,3.237277,39.91495,2.580608,28.723011,3.392536,40.642917,3.984189,23.417462,1.28442,22.821245,2.00673,LSTM
13,E+M,14.228129,1.185988,25.724213,3.37112,47.076117,1.657838,63.601842,5.417255,80.974741,5.80832,52.454107,4.652905,31.819419,3.536925,LSTM
13,E+T,21.307598,1.666058,26.416656,2.717551,47.378017,2.111487,38.821367,3.264234,59.048334,4.180876,24.375042,2.006959,23.571621,2.320024,LSTM
13,E+T+M,17.111112,0.880771,28.123753,1.935666,54.942606,2.132874,67.341352,1.154719,97.442345,0.889436,42.403793,3.409198,28.424781,1.544531,LSTM
13,E+T+M,18.170458,0.05746955,25.187288,0.1566842,52.44083,0.4119333,51.867437,0.8579933,76.709385,1.167898,31.621206,0.3430509,25.4897,0.3059402,XGBoost
13,E+M,21.499239,0.07576723,29.801036,0.1683466,57.895031,0.217477,59.192035,0.6470696,81.327313,0.6828932,46.131387,0.3365688,51.935121,0.8472864,XGBoost
13,E,38.941415,0.268837,40.049318,0.3590288,63.758196,0.3352236,49.125808,0.5152854,73.173323,0.5724336,42.367292,0.2152176,54.925548,0.5726151,XGBoost
13,E+T,39.873479,0.1468697,41.4434,0.1409888,65.36386,0.1549186,52.128053,0.2206917,76.533647,0.2519252,41.656857,0.2159819,50.84237,0.4315434,XGBoost
13,E+T,44.587244,0.117498,45.834074,0.121294,69.745105,0.084064,55.732905,0.138913,80.265716,0.124601,44.99024,0.101567,55.17491,0.053178,RF
13,E,44.718567,0.044149,45.962503,0.030334,69.830101,0.042189,55.860901,0.042572,80.373747,0.048954,45.116159,0.035197,55.253871,0.04036,RF
13,E+T+M,44.808716,0.020095,46.096247,0.016529,69.92179,0.014842,56.905953,0.265754,81.197329,0.204156,45.515203,0.105704,55.162343,0.028393,RF
13,E+M,55.383479,0.006106,56.081145,0.032551,77.082909,0.099081,69.030223,0.129092,91.618724,0.192081,54.926056,0.198808,61.351943,0.439435,RF
13,E,19.26591066,,,,32.92353046,,24.39190926,,35.89965613,,22.60229134,,23.84908713,,VAR
13,E+M,12.35515808,,,,256.452332,,141.7285352,,175.7612133,,160.8803634,,79.12891058,,VAR
13,E+T,18.15892454,,,,40.24108782,,33.19625074,,51.76635598,,22.39091857,,21.62353663,,VAR
13,E+T+M,11.71923044,,,,244.4372907,,145.1535286,,171.1298378,,154.1210179,,82.53349892,,VAR
13,E,20.02790725,,16.58024388,,22.46197634,,17.90570857,,19.29221001,,16.1705499,,14.3129943,,VAR+OL
13,E+M,18.56987417,,35.42579837,,253.5214698,,141.7285352,,175.7612133,,160.8803634,,85.17748186,,VAR+OL
13,E+T,19.37803486,,17.26252729,,22.81127402,,18.99964862,,19.62954681,,18.35966499,,14.88073114,,VAR+OL
13,E+T+M,17.93628602,,33.9854769,,241.150293,,145.1535286,,171.1298378,,154.1210179,,87.49839239,,VAR+OL
